,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
390,pandan,68,PH,1578279600,81,11.72,122.09,80.15,25.12
391,dzhebariki-khaya,100,RU,1578279600,97,62.22,135.80,-0.44,0.94
392,bari,0,IT,1578279600,47,41.13,16.86,42.76,26.73
393,winnipeg,0,CA,1578279600,89,49.88,-97.17,17.47,6.73
394,escanaba,100,US,1578279600,75,45.75,-87.06,31.71,26.57
395,martapura,100,ID,1578279600,81,-3.41,114.85,82.51,2.46
396,lazarev,89,RU,1578279600,85,52.23,141.51,18.99,14.97
397,necochea,100,AR,1578279600,88,-38.55,-58.74,63.09,16.2
398,kazachinskoye,100,RU,1578279600,91,57.69,93.28,23.63,7.45
399,hobyo,21,SO,1578279600,83,5.35,48.53,77.67,11.3
400,mnogovershinnyy,99,RU,1578279600,93,53.94,139.92,15.71,3.8
401,mingaora,100,PK,1578279600,89,34.78,72.36,30.25,0.98
402,saint-leu,100,RE,1578279600,91,-21.15,55.28,71.13,2.26
403,sibu,100,MY,1578279600,87,2.29,111.83,79.84,2.01
404,male,24,UA,1578279600,95,50.74,33.70,27.19,7.63
405,batamshinskiy,91,KZ,1578279600,94,50.56,58.27,23.88,5.08
406,araouane,0,ML,1578279600,21,18.90,-3.53,55.02,10.29
407,mtimbira,100,TZ,1578279600,94,-8.78,36.35,66.92,1.19
408,palafrugell,0,ES,1578279600,78,41.92,3.16,39.43,2.91
409,hami,90,CN,1578279600,38,42.84,93.51,22.91,1.57
410,hoquiam,99,US,1578279600,76,46.98,-123.89,44.96,13.06
411,pozhva,77,RU,1578279600,95,59.09,56.08,15.44,6.24
412,namibe,85,AO,1578279600,86,-15.19,12.15,73.24,9.98
413,narsaq,100,GL,1578279600,95,60.91,-46.05,18.30,4.05
414,xuddur,0,SO,1578279600,81,4.12,43.89,73.54,11.83
415,port-gentil,72,GA,1578279600,77,-0.72,8.78,82.06,7.67
416,ginir,64,ET,1578279600,68,7.14,40.71,61.92,2.33
417,minden,33,US,1578279600,79,40.50,-98.95,32.76,3.47
418,gobabis,100,NA,1578279600,53,-22.45,18.97,70.12,5.77
419,kavaratti,0,IN,1578279600,68,10.57,72.64,79.97,7.94
420,waipawa,24,NZ,1578279600,33,-39.94,176.59,66.79,22.82
421,kostomuksha,100,RU,1578279600,92,64.59,30.60,21.20,13.42
422,svetlogorsk,100,RU,1578279600,89,53.14,59.15,27.03,6.49
423,bastrop,0,US,1578279600,85,32.78,-91.91,54.63,4.59
424,shimoda,87,JP,1578279600,70,34.70,138.93,52.23,12.33
425,hirara,66,JP,1578279600,71,24.80,125.28,70.02,15.05
426,kerema,21,PG,1578279600,54,-7.96,145.78,89.98,11.9
427,karema,100,TZ,1578279600,80,-6.82,30.44,70.90,4.79
428,hibbing,67,US,1578279600,84,47.43,-92.94,18.93,10.98
429,losevo,100,RU,1578279600,91,51.73,38.83,27.43,5.53
430,badvel,34,IN,1578279600,84,14.74,79.07,74.26,2.86
431,kungurtug,0,RU,1578279600,80,50.60,97.53,0.19,1.52
432,reynosa,0,MX,1578279600,62,26.07,-98.30,65.71,14.2
433,nanortalik,100,GL,1578279600,70,60.14,-45.24,27.03,30.18
434,dingli,100,IN,1578279600,49,28.39,75.51,57.76,9.98
435,monrovia,56,LR,1578279600,73,6.33,-10.80,75.49,4.23
436,charagua,100,BO,1578279600,70,-19.79,-63.20,77.63,6.38
437,malanje,100,AO,1578279600,97,-9.54,16.35,65.30,1.07
438,komsomolskiy,100,RU,1578279600,95,67.55,63.78,8.15,16.71
439,havre-saint-pierre,0,CA,1578279600,67,50.23,-63.60,14.86,18.72
440,ramgarh,35,IN,1578279600,57,27.26,75.18,55.94,11.39
441,sandwick,100,GB,1578279600,91,54.57,-2.89,43.36,18.21
442,kibala,37,TD,1578279600,33,9.11,18.35,65.97,3.67
443,beloha,8,MG,1578279600,85,-25.17,45.06,72.81,11.81
444,adrasmon,74,TJ,1578279600,63,40.65,69.99,32.76,1.05
445,ippy,68,CF,1578279600,42,6.26,21.20,65.95,2.62
446,college,100,US,1578279600,90,64.86,-147.80,-22.43,1.81
447,sirsa,100,IN,1578279600,52,29.54,75.04,56.52,7.36
448,boras,100,SE,1578279600,93,57.72,12.94,41.90,11.25
449,pawai,0,IN,1578279600,56,24.27,80.17,58.42,2.1
450,mulanje,41,MW,1578279600,94,-16.03,35.50,66.31,2.06
451,yichang,100,CN,1578279600,93,30.77,111.32,40.26,3.91
452,angoche,100,MZ,1578279600,93,-16.23,39.91,75.90,3.49
453,egvekinot,0,RU,1578279600,85,66.32,-179.17,-12.33,8.66
454,lopatino,31,RU,1578279600,90,53.85,39.47,24.80,5.66
455,vardo,30,US,1578279600,76,39.62,-77.74,31.12,2.8
456,barajevo,0,RS,1578279600,81,44.58,20.42,27.68,7.99
457,nelidovo,33,RU,1578279600,94,56.22,32.78,24.57,4.03
458,sibolga,24,ID,1578279600,55,1.74,98.78,85.21,2.24
459,margate,0,AU,1578279600,78,-43.03,147.26,64.22,13.04
460,lovington,0,US,1578279600,39,32.94,-103.35,50.20,10.31
